[384, 0, 152, 0, 390, -384, -126, -510, 248, 256, -40, -262, -248, 256, 280, 454, 256, 398, -448, 462, -318, 126, -56, -60, 0, 256, 100, 110, 288, 496, 142, -126, -78, 0, 0, 48, -398, 120, 0, 112, 240, 0, 112, 256, 96, 254, 272, -238, -118, 48, 448, 30, -384, -14, 0, 270, 358, -30, -126, 0, -398, -30, -240, 248]
[-422, -96, -254, 6, 30, -14, -334, 48, 30, -126, -12, -30, -28, -448, 504, -482, -102, 112, -448, 60, 386, 414, -110, -102, -86, -142, 392, -126, 484, -450, -432, 496, -476, 48, 432, 352, -426, 96, 504, 510, 30, -384, 0, 0, -86, -480, 28, -62, -206, 14, 120, -16, 62, -206, 48, -126, 126, 286, 150, 126, 0, 224, 270, 126]
[-128, 194, -230, 96, 14, -128, -220, -224, 166, 206, 198, 192, -128, -176, 96, 30, -230, 78, -192, 224, 224, -248, -142, -120, 74, -126, 56, -152, 156, 192, -30, -240, -206, -14, 102, -192, 224, 196, -208, -128, -28, -216, -172, -206, -62, -230, 14, -62, -56, 62, -176, 62, 158, -14, -8, -24, 176, 112, 38, 158, -232, -192, 192, 0]
[30, 86, 0, 6, 102, -80, 70, 126, -14, -18, 62, 24, 12, 64, -26, -30, 72, 0, -14, -30, 98, 30, 100, 126, 38, 14, 78, -124, 46, 24, -98, 96, -30, 14, 104, -126, -10, 96, -126, 64, 82, -126, -92, 96, -26, -6, -70, 102, 64, 6, 0, 62, 48, -78, 126, 126, -78, -56, 70, 126, 112, 64, -64, -64]
[-62, -78, -88, -62, -102, -102, -40, -96, -48, -30, -50, -30, -56, -50, -78, -78, -62, -78, -62, -56, -62, -78, -62, -50, -30, -96, -112, -110, -76, -60, -62, -30, -62, -78, -30, -56, -56, -126, -48, -78, -86, -92, -62, -112, -54, -78, -112, -38, -48, -96, -46, -62, -46, -56, -86, -62, -48, -92, -62, -96, -24, -62, -96, -96]
[-114, -126, -12, 0, -24, -18, -92, -6, -96, -88, -96, -78, -106, -96, -126, 0, -112, 0, -106, -112, 0, -2, -124, -96, -88, -14, -34, -30, -2, 0, -122, -78, -112, 0, -80, -98, -108, -48, -96, 0, -12, -2, 0, -48, -104, -2, -30, -78, -100, -16, -96, 0, -96, -112, -12, -112, -102, -14, -112, -30, -82, -120, -18, -28]
[-56, -56, -70, -64, -96, -78, -24, -66, -30, -14, -44, -126, -30, -34, -70, -64, -56, -66, 0, -48, -64, -64, -44, -30, -30, -64, -96, -92, -70, -56, -60, -14, -30, -64, -14, -28, -38, -104, -30, -64, -78, -64, -64, -102, -34, -64, -88, -30, -30, -96, -30, -64, -24, -30, -70, -48, -30, -78, -48, -78, -126, -30, -70, -96]
[-24, -30, -40, -30, -60, -48, -124, -30, -126, -112, -8, -96, -126, -126, -38, -30, -24, -30, -126, -14, -28, -30, -14, -124, -120, -38, -62, -60, -30, -18, -28, -112, -126, -30, -102, -126, -126, -62, -126, -30, -34, -30, -28, -62, -126, -28, -56, -126, -126, -50, -124, -30, -124, -126, -38, -14, -126, -30, -14, -48, -110, -126, -38, -60]
[-118, -124, -126, -120, -22, -16, -88, -126, -96, -78, -104, -70, -96, -102, -126, -126, -118, -126, -96, -112, -124, -126, -108, -96, -94, -122, -30, -30, -122, -116, -120, -92, -96, -126, -78, -96, -96, -30, -98, -120, -6, -124, -120, -30, -98, -126, -24, -82, -96, -14, -90, -126, -86, -96, -126, -110, -98, -124, -112, -26, -72, -114, -124, -26]
[-112, -114, -126, -126, -14, -126, -82, -126, -92, -70, -98, -64, -96, -96, -126, -120, -112, -124, -92, -102, -114, -124, -104, -96, -80, -126, -18, -18, -122, -112, -112, -78, -92, -112, -72, -96, -96, -30, -96, -120, -126, -120, -116, -24, -96, -122, -16, -78, -92, -126, -86, -124, -78, -96, -126, -98, -96, -126, -108, -126, -72, -112, -126, -14]
